time,x,y,z,qx,qy,qz,qw,err_x,err_y,err_z,err_qx,err_qy,err_qz,err_qw
1634068483061,-4.12785,-7.87491,-1.28488,-0.00860317,0.00195689,0.637975,-0.770007,0,0,0,0,0,0,0
1634068483161,-4.18216,-7.794,-1.28481,-0.00782529,0.00180792,0.63798,-0.770011,0,0,0,0,0,0,0
1634068483261,-4.23521,-7.71221,-1.28471,-0.00720083,0.00171088,0.637983,-0.770015,0,0,0,0,0,0,0
1634068483361,-4.28865,-7.62708,-1.28459,-0.00734397,0.0019557,0.637983,-0.770013,0,0,0,0,0,0,0
1634068483461,-4.33929,-7.54365,-1.28451,-0.00787706,0.00239197,0.637981,-0.770008,0,0,0,0,0,0,0
1634068483561,-4.38859,-7.4594,-1.28447,-0.00852604,0.00291322,0.63798,-0.770001,0,0,0,0,0,0,0
1634068483661,-4.4364,-7.3743,-1.28449,-0.00915064,0.00345372,0.637978,-0.769993,0,0,0,0,0,0,0
1634068483761,-4.48394,-7.2857,-1.28456,-0.00968968,0.00398701,0.637976,-0.769985,0,0,0,0,0,0,0
1634068483861,-4.52826,-7.1988,-1.28467,-0.0100754,0.00445441,0.637975,-0.769979,0,0,0,0,0,0,0
1634068483961,-4.57068,-7.11102,-1.28482,-0.0103131,0.00485448,0.637974,-0.769973,0,0,0,0,0,0,0
1634068484061,-4.6111,-7.02236,-1.28499,-0.0104055,0.00517725,0.637974,-0.76997,0,0,0,0,0,0,0
1634068484161,-4.65059,-6.93013,-1.28517,-0.0103523,0.00541714,0.637977,-0.769967,0,0,0,0,0,0,0
1634068484261,-4.68682,-6.83978,-1.28534,-0.0101425,0.00553224,0.63798,-0.769967,0,0,0,0,0,0,0
1634068484361,-4.72097,-6.74867,-1.28549,-0.00979152,0.00552946,0.637984,-0.769968,0,0,0,0,0,0,0
1634068484461,-4.75308,-6.65685,-1.28561,-0.00932512,0.00541891,0.637989,-0.76997,0,0,0,0,0,0,0
1634068484561,-4.78413,-6.56156,-1.28569,-0.00874928,0.00520452,0.637994,-0.769974,0,0,0,0,0,0,0
1634068484661,-4.81237,-6.46846,-1.28572,-0.00812545,0.00491676,0.637999,-0.769978,0,0,0,0,0,0,0
1634068484761,-4.83888,-6.37481,-1.28569,-0.00745913,0.00456591,0.638005,-0.769983,0,0,0,0,0,0,0
1634068484861,-4.86378,-6.28069,-1.28562,-0.00676819,0.0041665,0.638009,-0.769988,0,0,0,0,0,0,0
1634068484961,-4.88791,-6.18326,-1.28551,-0.00622823,0.00388758,0.638012,-0.769992,0,0,0,0,0,0,0
1634068485061,-4.90994,-6.0883,-1.28539,-0.00630147,0.00417482,0.638012,-0.769989,0,0,0,0,0,0,0
1634068485161,-4.93056,-5.99298,-1.28531,-0.006662,0.00476187,0.638011,-0.769984,0,0,0,0,0,0,0
1634068485261,-4.95021,-5.89442,-1.28527,-0.00711394,0.00548438,0.638009,-0.769976,0,0,0,0,0,0,0
1634068485361,-4.96756,-5.79843,-1.28528,-0.00752213,0.00619448,0.638008,-0.769968,0,0,0,0,0,0,0
1634068485461,-4.98307,-5.70214,-1.28535,-0.00784085,0.00684738,0.638006,-0.769961,0,0,0,0,0,0,0
1634068485561,-4.99659,-5.6056,-1.28545,-0.00804456,0.00740549,0.638004,-0.769955,0,0,0,0,0,0,0
1634068485661,-5.00834,-5.5059,-1.2856,-0.00813433,0.00786624,0.638004,-0.76995,0,0,0,0,0,0,0
1634068485761,-5.01754,-5.40894,-1.28576,-0.0081079,0.00819111,0.638004,-0.769947,0,0,0,0,0,0,0
1634068485861,-5.02452,-5.31185,-1.28593,-0.00797566,0.00838499,0.638006,-0.769944,0,0,0,0,0,0,0
1634068485961,-5.02928,-5.21467,-1.28609,-0.00773462,0.00841871,0.638009,-0.769944,0,0,0,0,0,0,0
1634068486061,-5.03188,-5.11448,-1.28624,-0.00738731,0.00828985,0.638013,-0.769945,0,0,0,0,0,0,0
1634068486161,-5.03223,-5.01722,-1.28634,-0.00697609,0.00802481,0.638017,-0.769949,0,0,0,0,0,0,0
1634068486261,-5.03052,-4.91997,-1.28641,-0.00651236,0.00764365,0.638021,-0.769953,0,0,0,0,0,0,0
1634068486361,-5.02688,-4.82275,-1.28642,-0.00601384,0.00716813,0.638027,-0.769957,0,0,0,0,0,0,0
1634068486461,-5.02123,-4.72264,-1.28639,-0.00548,0.00660246,0.638033,-0.769961,0,0,0,0,0,0,0
1634068486561,-5.01406,-4.62552,-1.28631,-0.00495459,0.00599985,0.638039,-0.769965,0,0,0,0,0,0,0
1634068486661,-5.00539,-4.52847,-1.28619,-0.00455998,0.00559296,0.638042,-0.769968,0,0,0,0,0,0,0
1634068486761,-4.99531,-4.43148,-1.28607,-0.00454291,0.00590265,0.638042,-0.769965,0,0,0,0,0,0,0
1634068486861,-4.98342,-4.33167,-1.28598,-0.00470194,0.00660973,0.638041,-0.76996,0,0,0,0,0,0,0
1634068486961,-4.97029,-4.23497,-1.28593,-0.0048917,0.00742724,0.638039,-0.769953,0,0,0,0,0,0,0
1634068487061,-4.95547,-4.13851,-1.28594,-0.00504728,0.00823729,0.638036,-0.769946,0,0,0,0,0,0,0
1634068487161,-4.93881,-4.04236,-1.286,-0.00513567,0.00896591,0.638034,-0.769939,0,0,0,0,0,0,0
1634068487261,-4.9196,-3.94371,-1.2861,-0.00514807,0.00958103,0.638032,-0.769933,0,0,0,0,0,0,0
1634068487361,-4.89888,-3.84844,-1.28624,-0.00508528,0.0100346,0.638032,-0.769928,0,0,0,0,0,0,0
1634068487461,-4.87606,-3.75369,-1.2864,-0.00495619,0.0103388,0.638033,-0.769924,0,0,0,0,0,0,0
1634068487561,-4.85031,-3.65669,-1.28657,-0.00476114,0.0104817,0.638035,-0.769921,0,0,0,0,0,0,0
1634068487661,-4.82316,-3.56317,-1.28673,-0.00452225,0.0104364,0.638038,-0.769921,0,0,0,0,0,0,0
1634068487761,-4.79391,-3.47032,-1.28686,-0.00424459,0.0102116,0.638041,-0.769923,0,0,0,0,0,0,0
1634068487861,-4.76263,-3.37814,-1.28697,-0.00394242,0.00983305,0.638046,-0.769926,0,0,0,0,0,0,0
1634068487961,-4.7284,-3.28386,-1.28703,-0.00361876,0.00931042,0.638052,-0.769929,0,0,0,0,0,0,0
1634068488061,-4.69332,-3.19302,-1.28704,-0.00330257,0.00870216,0.638057,-0.769933,0,0,0,0,0,0,0
1634068488161,-4.65656,-3.10281,-1.28701,-0.00299179,0.00801983,0.638062,-0.769938,0,0,0,0,0,0,0
1634068488261,-4.61825,-3.01319,-1.28693,-0.00269145,0.00728559,0.638067,-0.769942,0,0,0,0,0,0,0
1634068488361,-4.57733,-2.92141,-1.2868,-0.00245313,0.00680932,0.63807,-0.769945,0,0,0,0,0,0,0
1634068488461,-4.53627,-2.83287,-1.28669,-0.00234388,0.00715202,0.638069,-0.769942,0,0,0,0,0,0,0
1634068488561,-4.49388,-2.7449,-1.2866,-0.00226777,0.00787909,0.638068,-0.769937,0,0,0,0,0,0,0
1634068488661,-4.45007,-2.6576,-1.28657,-0.00218058,0.00872824,0.638066,-0.769929,0,0,0,0,0,0,0
1634068488761,-4.40331,-2.56849,-1.28658,-0.00205824,0.0095745,0.638064,-0.769921,0,0,0,0,0,0,0
1634068488861,-4.35626,-2.48292,-1.28665,-0.00190368,0.0102877,0.638061,-0.769914,0,0,0,0,0,0,0
1634068488961,-4.30748,-2.39836,-1.28676,-0.00171784,0.010856,0.63806,-0.769908,0,0,0,0,0,0,0
1634068489061,-4.25691,-2.31492,-1.28691,-0.00150872,0.0112631,0.638059,-0.769904,0,0,0,0,0,0,0
1634068489161,-4.20289,-2.2302,-1.28708,-0.00127933,0.0115096,0.63806,-0.7699,0,0,0,0,0,0,0
1634068489261,-4.14861,-2.14924,-1.28725,-0.00105521,0.0115739,0.638062,-0.769898,0,0,0,0,0,0,0
1634068489361,-4.0925,-2.06958,-1.28742,-0.000844267,0.011442,0.638065,-0.769897,0,0,0,0,0,0,0
1634068489461,-4.03285,-1.98888,-1.28757,-0.000650763,0.0111182,0.638069,-0.769899,0,0,0,0,0,0,0
1634068489561,-3.97323,-1.91188,-1.28767,-0.000491124,0.0106495,0.638073,-0.769902,0,0,0,0,0,0,0
1634068489661,-3.91201,-1.83614,-1.28774,-0.000361958,0.0100586,0.638078,-0.769906,0,0,0,0,0,0,0
1634068489761,-3.84929,-1.76161,-1.28776,-0.000263543,0.0093747,0.638084,-0.76991,0,0,0,0,0,0,0
1634068489861,-3.78321,-1.68602,-1.28773,-0.000192898,0.00860011,0.638089,-0.769915,0,0,0,0,0,0,0
1634068489961,-3.7178,-1.61373,-1.28765,-0.000151535,0.00780344,0.638093,-0.769919,0,0,0,0,0,0,0
1634068490061,-3.65125,-1.54241,-1.28753,-7.39017e-05,0.00734933,0.638096,-0.769921,0,0,0,0,0,0,0
1634068490161,-3.58363,-1.47202,-1.28742,0.000148635,0.0076784,0.638096,-0.769918,0,0,0,0,0,0,0
1634068490261,-3.51283,-1.40053,-1.28735,0.000471781,0.00837878,0.638094,-0.769913,0,0,0,0,0,0,0
1634068490361,-3.44295,-1.33229,-1.28732,0.000832807,0.00915305,0.638092,-0.769905,0,0,0,0,0,0,0
1634068490461,-3.37187,-1.26531,-1.28735,0.00121154,0.00988096,0.63809,-0.769897,0,0,0,0,0,0,0
1634068490561,-3.29731,-1.19779,-1.28743,0.0015985,0.0105088,0.638088,-0.76989,0,0,0,0,0,0,0
1634068490661,-3.22361,-1.13382,-1.28756,0.00195454,0.0109661,0.638086,-0.769884,0,0,0,0,0,0,0
1634068490761,-3.14857,-1.0715,-1.28771,0.00227845,0.011262,0.638086,-0.769879,0,0,0,0,0,0,0
1634068490861,-3.0722,-1.01092,-1.28789,0.00256004,0.0113977,0.638088,-0.769875,0,0,0,0,0,0,0
1634068490961,-2.99213,-0.950391,-1.28807,0.00279093,0.0113656,0.63809,-0.769873,0,0,0,0,0,0,0
1634068491061,-2.91311,-0.893492,-1.28825,0.00293557,0.0111502,0.638092,-0.769874,0,0,0,0,0,0,0
1634068491161,-2.83285,-0.838413,-1.28839,0.00299991,0.0107729,0.638096,-0.769876,0,0,0,0,0,0,0
1634068491261,-2.75141,-0.785118,-1.2885,0.00298868,0.0102635,0.638101,-0.769879,0,0,0,0,0,0,0
1634068491361,-2.66636,-0.732008,-1.28857,0.00290669,0.00963186,0.638106,-0.769883,0,0,0,0,0,0,0
1634068491461,-2.58278,-0.682116,-1.28859,0.00276715,0.00894133,0.638111,-0.769887,0,0,0,0,0,0,0
1634068491561,-2.49827,-0.63375,-1.28856,0.00257906,0.00819938,0.638115,-0.769893,0,0,0,0,0,0,0
1634068491661,-2.41292,-0.586792,-1.28848,0.00235228,0.00742645,0.638119,-0.769898,0,0,0,0,0,0,0
1634068491761,-2.32419,-0.539752,-1.28836,0.00230511,0.00701042,0.638122,-0.7699,0,0,0,0,0,0,0
1634068491861,-2.23736,-0.495342,-1.28825,0.00264211,0.00728169,0.638121,-0.769897,0,0,0,0,0,0,0
1634068491961,-2.14984,-0.452236,-1.28818,0.00316234,0.00782933,0.638119,-0.769892,0,0,0,0,0,0,0
1634068492061,-2.05892,-0.409332,-1.28816,0.00376851,0.00845698,0.638116,-0.769884,0,0,0,0,0,0,0
1634068492161,-1.96993,-0.36932,-1.28819,0.00435506,0.0090105,0.638113,-0.769878,0,0,0,0,0,0,0
1634068492261,-1.88021,-0.331067,-1.28827,0.00489874,0.00945203,0.638111,-0.769871,0,0,0,0,0,0,0
1634068492361,-1.78976,-0.294708,-1.2884,0.00537413,0.0097568,0.63811,-0.769864,0,0,0,0,0,0,0
1634068492461,-1.69581,-0.259343,-1.28856,0.00577926,0.00992515,0.638111,-0.769859,0,0,0,0,0,0,0
1634068492561,-1.60391,-0.227133,-1.28873,0.00607468,0.00994502,0.638112,-0.769855,0,0,0,0,0,0,0
1634068492661,-1.51135,-0.197051,-1.28891,0.00626733,0.00983336,0.638114,-0.769853,0,0,0,0,0,0,0
1634068492761,-1.41817,-0.169113,-1.28907,0.00632017,0.00956907,0.638118,-0.769853,0,0,0,0,0,0,0
